Food Item,Type,Link,Energy,Protein,Carbohydrate,Fat,Health Meter,Indgredients
red-veggie-poha,veg,https://www.balancenutrition.in/recipes/recipe-details/red-veggie-poha,Energy (kcal)- 175,Protein (g) - 5.4,Carbohydrate (g)- 22.5,Fat (g) - 3.4," Red rice flakes are rich in fiber. This flattened rice has the benefits of red rice such as the cancer-fighting selenium as well as manganese, magnesium, vitamins B1, B3 and B6, iron and essential fatty acids. Green peas are a very good source of vitamin K, manganese, dietary fiber, vitamin B1, copper, vitamin C, phosphorus, and folate. They are also a good source of vitamin B6, niacin, vitamin B2, molybdenum, zinc, protein, magnesium, iron, potassium, and choline. Carrot and beans are rich in dietary fiber.","['Red rice poha - 30g', 'Onion chopped  10g', 'Carrot  10g', 'Beans  10g', 'Green chilly - 1, finely chopped', 'Ginger finely minced  ¼ Teaspoon', 'Green peas  10g', 'Coriander leaves  10g', 'Oil  ½ Teaspoon', 'Salt to taste', 'Lemon juice  1 Teaspoon', 'Tempering:', 'Mustard seeds  ¼ Teaspoon', 'Asafoetida  a pinch', 'Curry leaves  3-4']"
rishi-panchami-bhaji,veg,https://www.balancenutrition.in/recipes/recipe-details/rishi-panchami-bhaji,Energy (kcal)- 114,Protein (g) - 2,Carbohydrate (g)- 19,Fat (g) - 3," This rishipanchami bhaji is full of green vegetables, the entire gourd family is immersed in it. The gourd family (turai, dudhi, snake gourd) are all very low in kcal, they known for their blood purifying mechanism, as well as aid in weight loss. Ladyfingers are also known to control the blood sugar levels, thus this gourd family rich vegetable is the best option to try out on festivals for maintaining the weight!
","['Chopped Patra Leaves-2 tbsp', 'Chopped Lady finger- 2 tsp', 'Sliced Snake Gourd- 2 tsp', 'Slices\xa0Ridge Gourd- 2 tsp', 'Chopped Ambadi- 3 tsp', 'Chopped Red amaranthus sticks- 2 tsp', 'Corns- 1 tbsp\xa0', 'Peanuts- 3 to 4\xa0', 'Finely chopped Green Chillies- 2 to 3', 'Tamarind paste- 1/2 tbsp', 'Jaggery- 1/2 tsp', 'Cumin Seeds 1/2 tsp', 'Grated fresh coconut- 1 tsp', 'Salt- to taste', 'Oil- 1/2 tsp\xa0']"
slim-chicken-or-fish-curry,non-veg,https://www.balancenutrition.in/recipes/recipe-details/slim-chicken-or-fish-curry,Energy (kcal)- 72,Protein (g) - 10.2,Carbohydrate (g)- 2,Fat (g) - 5," Health benefits of eating poultry are many. Chicken in the low fat sauce is not only high in the protein found in chicken but also low in calories, containing healthy fats. More importantly, chicken is the best lean protein meat that can be consumed in any form. Grilled or boiled chicken in low fat sauce and essential nutrients from the added vegetables, makes it an ideal dish for weight management.","['Chicken breasts/ fish (boneless skinless cut into cubes)- 50 g', 'Onion (finely chopped) - 20g\xa0', 'Garam masala powder - 1/2 tsp', 'Dried chilli pepper flakes (or chopped fresh chilli pepper to taste) - 1 tsp', 'Garlic (Crushed) - 2 cloves', 'Tomatoes (chopped) - 2\xa0\xa0', 'Salt as per taste', 'Bell Pepper- 1 tsp', 'Lemon juice- squeeze as per taste', 'Oil- 1/2 tsp', 'Pepper powder - a pinch', 'Basil (freshly chopped) - few leaves\xa0']"
ukadiche-modak,veg,https://www.balancenutrition.in/recipes/recipe-details/ukadiche-modak,Energy (kcal)- 290,Protein (g) - 4.75,Carbohydrate (g)- 73.8,Fat (g) - 10.25," No one would ever miss having modaks , during the Ganesh festival, they are high in calories, but still the nutrition we get from coconut & jaggery can't be avoided. Fresh coconut is a quick source of energy & it also improves digestion & absorption of nutrients. It also keeps your skin & hair healthy. Jaggery is also a good source of iron, thus good for anemic. If we neglect the number of calories, then 1 modak a day is always better than the chocolates or sweets which we get in the market.
","['Rice flour -\xa0½\xa0cup', 'Water - 1 cup\xa0', 'Salt - a pinch']"
veg-kolhapuri,vegan,https://www.balancenutrition.in/recipes/recipe-details/veg-kolhapuri,Energy (kcal)- 138,Protein (g) - 1,Carbohydrate (g)- 20,Fat (g) - 5," Very common and popular dish Veg Kolhapuri can be made healthier by adding raw banana instead of potato which adding more fiber to the food the various vegetables that are added provide us with the essential vitamins and minerals the Indian spices added such as cinnamon, cumin seeds, black pepper provide us with the phytonutrients","['Raw banana cut into thick pieces- 1 small\xa0', 'Carrot, cut into thick pieces- 1/2 small', 'French beans, chopped- 1/4 cup\xa0', 'Cauliflower, florets- 1/4 cup\xa0', 'Salt- as per taste']"
vermicelli-or-seviyan-upma,veg,https://www.balancenutrition.in/recipes/recipe-details/vermicelli-or-seviyan-upma,Energy (kcal)- 247,Protein (g) - 5,Carbohydrate (g)- 28.5,Fat (g) - 3.5," Corn is one of the most widely consumed cereals grains. It is also a rich source of many vitamins and minerals. Most of the benefits of carrots can be attributed to their beta carotene and fiber content. This root vegetable is also a good source of antioxidant. Spices not only just excite your taste buds but are composed of an impressive list of phytonutrients, essential oils, antioxidants, minerals and vitamins that are essential for overall wellness. Lemon is a good source of vitamin C and is, therefore, a natural antioxidant.","['Vermicelli (roasted) -\xa0', 'Carrots cut into small pieces -\xa0', 'Green beans cut into small pieces -\xa0', 'Corn kernels -\xa0', 'Oil -\xa0', 'Mustard seeds -\xa0', 'Curry leaves -\xa0', 'Turmeric- 1', 'Green chilli (finely chopped) -\xa0', 'Salt, to taste', 'Lemon juice -\xa0', 'Water -\xa0']"
whole-wheat-bread-upma-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/whole-wheat-bread-upma-quarantine-sp,Energy (kcal)- 163,Protein (g) - 5.3,Carbohydrate (g)- 30,Fat (g) - 2.8, A healthy plus innovative recipe and not the same bread-butter or cheese-bread which just increases the calories. Bread upma is a very tasty recipe with Indian spices and the health quotient can be improved by added 2 tbsp sprouts or grated tofu.,"['Whole\xa0wheat\xa0bread-\xa02\xa0slices\xa0', 'Raw\xa0urad\xa0dal -\xa01 tsp', 'Raw chana\xa0dal-\xa01 tsp\xa0', 'Finely chopped onion-\xa01\xa0small', 'Mustard\xa0seeds-\xa01/4\xa0tsp', 'Curry\xa0leaves-\xa05-6', 'Dry\xa0red\xa0chillies\xa0-\xa01\xa0', 'Garam\xa0masala\xa0-\xa01/2\xa0tsp', 'Sunflower\xa0oil\xa0-\xa01/2\xa0tsp', 'Salt\xa0-\xa0as\xa0per\xa0taste']"
,veg,https://www.balancenutrition.in/my-recipe-book,Energy (kcal)- 163,Protein (g) - 5.3,Carbohydrate (g)- 30,Fat (g) - 2.8, A healthy plus innovative recipe and not the same bread-butter or cheese-bread which just increases the calories. Bread upma is a very tasty recipe with Indian spices and the health quotient can be improved by added 2 tbsp sprouts or grated tofu.,"['Whole\xa0wheat\xa0bread-\xa02\xa0slices\xa0', 'Raw\xa0urad\xa0dal -\xa01 tsp', 'Raw chana\xa0dal-\xa01 tsp\xa0', 'Finely chopped onion-\xa01\xa0small', 'Mustard\xa0seeds-\xa01/4\xa0tsp', 'Curry\xa0leaves-\xa05-6', 'Dry\xa0red\xa0chillies\xa0-\xa01\xa0', 'Garam\xa0masala\xa0-\xa01/2\xa0tsp', 'Sunflower\xa0oil\xa0-\xa01/2\xa0tsp', 'Salt\xa0-\xa0as\xa0per\xa0taste', 'Whole\xa0wheat\xa0bread-\xa02\xa0slices\xa0', 'Raw\xa0urad\xa0dal -\xa01 tsp', 'Raw chana\xa0dal-\xa01 tsp\xa0', 'Finely chopped onion-\xa01\xa0small', 'Mustard\xa0seeds-\xa01/4\xa0tsp', 'Curry\xa0leaves-\xa05-6', 'Dry\xa0red\xa0chillies\xa0-\xa01\xa0', 'Garam\xa0masala\xa0-\xa01/2\xa0tsp', 'Sunflower\xa0oil\xa0-\xa01/2\xa0tsp', 'Salt\xa0-\xa0as\xa0per\xa0taste']"
bejar-roti,veg,https://www.balancenutrition.in/recipes/recipe-details/bejar-roti,Energy (kcal)- 98,Protein (g) - 4,Carbohydrate (g)- 17,Fat (g) - 3," Bejar roti is a combination of wheat flour, jowar&besan which is a traditional Rajasthani bread enjoyed with a subji made of veggies or paneer. It can also be served with dal or kadhi. Made of three wholesome flours, this roti also provides a lot of energy and dietary fibre, making it very healthy fare. It is spiced mildly with cumin seeds, green chilli paste and coriander leaves, making it a versatile roti suitable for serving with various kinds of vegetable. It has a good amount of Vitamin B & E, iron, zinc, magnesium.","['Whole wheat flour-\xa0 1/2 tbsp', 'Jowar (white millet) flour-\xa0 1/2 tbsp', 'Besan (Bengal gram flour) -1/2 tbsp', 'Roasted cumin seeds (jeera)-\xa0 ¼ tsp', 'Green chilli paste -¼tsp', 'Finely chopped coriander (dhania) -1 tsp', 'Salt  Use minimum, to taste', 'Oil-\xa0 ½ tsp']"
vegetable-dalia-khichdi,veg,https://www.balancenutrition.in/recipes/recipe-details/vegetable-dalia-khichdi,Energy (kcal)- 122,Protein (g) - 2.5,Carbohydrate (g)- 22,Fat (g) - 3," Dalia improves digestion, high in protein but low in calories, as well as a good source of energy, also helps to reduce the risk of high blood pressure and is a rich source of vitamin B1 and B2. Mixed vegetables provide a good blend of essential nutrients like major vitamins, soluble & insoluble fiber as well as antioxidants.","['Broken wheat (Dalia) - \xa030 g', 'Capsicum / Tomato /Spinach/Cauliflower florets - ½ cup', 'Turmeric powder - 1/2 tsp', 'Cumin seeds - 1/2 tsp', 'Asafetida - pinch', 'Oil - ½ tsp', 'Pepper - 1/4 tsp', 'Salt to taste']"
,veg,https://www.balancenutrition.in/my-recipe-book,Energy (kcal)- 122,Protein (g) - 2.5,Carbohydrate (g)- 22,Fat (g) - 3," Dalia improves digestion, high in protein but low in calories, as well as a good source of energy, also helps to reduce the risk of high blood pressure and is a rich source of vitamin B1 and B2. Mixed vegetables provide a good blend of essential nutrients like major vitamins, soluble & insoluble fiber as well as antioxidants.","['Broken wheat (Dalia) - \xa030 g', 'Capsicum / Tomato /Spinach/Cauliflower florets - ½ cup', 'Turmeric powder - 1/2 tsp', 'Cumin seeds - 1/2 tsp', 'Asafetida - pinch', 'Oil - ½ tsp', 'Pepper - 1/4 tsp', 'Salt to taste', 'Broken wheat (Dalia) - \xa030 g', 'Capsicum / Tomato /Spinach/Cauliflower florets - ½ cup', 'Turmeric powder - 1/2 tsp', 'Cumin seeds - 1/2 tsp', 'Asafetida - pinch', 'Oil - ½ tsp', 'Pepper - 1/4 tsp', 'Salt to taste']"
